region	sector	unit
TW	Textiles waste for treatment: landfill	M.EUR
TW	Wood waste for treatment: landfill	M.EUR
TW	Membership organisation services n.e.c. (91)	M.EUR
TW	Recreational, cultural and sporting services (92)	M.EUR
TW	Other services (93)	M.EUR
TW	Private households with employed persons (95)	M.EUR
TW	Extra-territorial organizations and bodies	M.EUR
NO	Paddy rice	M.EUR
NO	Wheat	M.EUR
NO	Cereal grains nec	M.EUR
NO	Vegetables, fruit, nuts	M.EUR
NO	Oil seeds	M.EUR
NO	Sugar cane, sugar beet	M.EUR
NO	Plant-based fibers	M.EUR
NO	Crops nec	M.EUR
NO	Cattle	M.EUR
NO	Pigs	M.EUR
NO	Poultry	M.EUR
NO	Meat animals nec	M.EUR
NO	Animal products nec	M.EUR
NO	Raw milk	M.EUR
NO	Wool, silk-worm cocoons	M.EUR
NO	Manure (conventional treatment)	M.EUR
NO	Manure (biogas treatment)	M.EUR
NO	Products of forestry, logging and related services (02)	M.EUR
NO	Fish and other fishing products; services incidental of fishing (05)	M.EUR
NO	Anthracite	M.EUR
NO	Coking Coal	M.EUR
NO	Other Bituminous Coal	M.EUR
NO	Sub-Bituminous Coal	M.EUR
NO	Patent Fuel	M.EUR
NO	Lignite/Brown Coal	M.EUR
NO	BKB/Peat Briquettes	M.EUR
NO	Peat	M.EUR
NO	Crude petroleum and services related to crude oil extraction, excluding surveying	M.EUR
NO	Natural gas and services related to natural gas extraction, excluding surveying	M.EUR
NO	Natural Gas Liquids	M.EUR
NO	Other Hydrocarbons	M.EUR
NO	Uranium and thorium ores (12)	M.EUR
NO	Iron ores	M.EUR
NO	Copper ores and concentrates	M.EUR
NO	Nickel ores and concentrates	M.EUR
NO	Aluminium ores and concentrates	M.EUR
NO	Precious metal ores and concentrates	M.EUR
NO	Lead, zinc and tin ores and concentrates	M.EUR
NO	Other non-ferrous metal ores and concentrates	M.EUR
NO	Stone	M.EUR
NO	Sand and clay	M.EUR
NO	Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.	M.EUR
NO	Products of meat cattle	M.EUR
NO	Products of meat pigs	M.EUR
NO	Products of meat poultry	M.EUR
NO	Meat products nec	M.EUR
NO	products of Vegetable oils and fats	M.EUR
NO	Dairy products	M.EUR
NO	Processed rice	M.EUR
NO	Sugar	M.EUR
NO	Food products nec	M.EUR
NO	Beverages	M.EUR
NO	Fish products	M.EUR
NO	Tobacco products (16)	M.EUR
NO	Textiles (17)	M.EUR
NO	Wearing apparel; furs (18)	M.EUR
NO	Leather and leather products (19)	M.EUR
NO	Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)	M.EUR
NO	Wood material for treatment, Re-processing of secondary wood material into new wood material	M.EUR
NO	Pulp	M.EUR
NO	Secondary paper for treatment, Re-processing of secondary paper into new pulp	M.EUR
NO	Paper and paper products	M.EUR
NO	Printed matter and recorded media (22)	M.EUR
NO	Coke Oven Coke	M.EUR
NO	Gas Coke	M.EUR
NO	Coal Tar	M.EUR
NO	Motor Gasoline	M.EUR
NO	Aviation Gasoline	M.EUR
NO	Gasoline Type Jet Fuel	M.EUR
NO	Kerosene Type Jet Fuel	M.EUR
NO	Kerosene	M.EUR
NO	Gas/Diesel Oil	M.EUR
NO	Heavy Fuel Oil	M.EUR
NO	Refinery Gas	M.EUR
NO	Liquefied Petroleum Gases (LPG)	M.EUR
NO	Refinery Feedstocks	M.EUR
NO	Ethane	M.EUR
NO	Naphtha	M.EUR
NO	White Spirit & SBP	M.EUR
NO	Lubricants	M.EUR
NO	Bitumen	M.EUR
NO	Paraffin Waxes	M.EUR
NO	Petroleum Coke	M.EUR
NO	Non-specified Petroleum Products	M.EUR
NO	Nuclear fuel	M.EUR
NO	Plastics, basic	M.EUR
NO	Secondary plastic for treatment, Re-processing of secondary plastic into new plastic	M.EUR
NO	N-fertiliser	M.EUR
NO	P- and other fertiliser	M.EUR
NO	Chemicals nec	M.EUR
NO	Charcoal	M.EUR
NO	Additives/Blending Components	M.EUR
NO	Biogasoline	M.EUR
NO	Biodiesels	M.EUR
NO	Other Liquid Biofuels	M.EUR
NO	Rubber and plastic products (25)	M.EUR
NO	Glass and glass products	M.EUR
NO	Secondary glass for treatment, Re-processing of secondary glass into new glass	M.EUR
NO	Ceramic goods	M.EUR
NO	Bricks, tiles and construction products, in baked clay	M.EUR
NO	Cement, lime and plaster	M.EUR
NO	Ash for treatment, Re-processing of ash into clinker	M.EUR
NO	Other non-metallic mineral products	M.EUR
NO	Basic iron and steel and of ferro-alloys and first products thereof	M.EUR
NO	Secondary steel for treatment, Re-processing of secondary steel into new steel	M.EUR
NO	Precious metals	M.EUR
NO	Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals	M.EUR
NO	Aluminium and aluminium products	M.EUR
NO	Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium	M.EUR
NO	Lead, zinc and tin and products thereof	M.EUR
NO	Secondary lead for treatment, Re-processing of secondary lead into new lead	M.EUR
NO	Copper products	M.EUR
NO	Secondary copper for treatment, Re-processing of secondary copper into new copper	M.EUR
NO	Other non-ferrous metal products	M.EUR
NO	Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals	M.EUR
NO	Foundry work services	M.EUR
NO	Fabricated metal products, except machinery and equipment (28)	M.EUR
NO	Machinery and equipment n.e.c. (29)	M.EUR
NO	Office machinery and computers (30)	M.EUR
NO	Electrical machinery and apparatus n.e.c. (31)	M.EUR
NO	Radio, television and communication equipment and apparatus (32)	M.EUR
NO	Medical, precision and optical instruments, watches and clocks (33)	M.EUR
NO	Motor vehicles, trailers and semi-trailers (34)	M.EUR
NO	Other transport equipment (35)	M.EUR
NO	Furniture; other manufactured goods n.e.c. (36)	M.EUR
NO	Secondary raw materials	M.EUR
NO	Bottles for treatment, Recycling of bottles by direct reuse	M.EUR
NO	Electricity by coal	M.EUR
NO	Electricity by gas	M.EUR
NO	Electricity by nuclear	M.EUR
NO	Electricity by hydro	M.EUR
NO	Electricity by wind	M.EUR
NO	Electricity by petroleum and other oil derivatives	M.EUR
NO	Electricity by biomass and waste	M.EUR
NO	Electricity by solar photovoltaic	M.EUR
NO	Electricity by solar thermal	M.EUR
NO	Electricity by tide, wave, ocean	M.EUR
NO	Electricity by Geothermal	M.EUR
NO	Electricity nec	M.EUR
NO	Transmission services of electricity	M.EUR
NO	Distribution and trade services of electricity	M.EUR
NO	Coke oven gas	M.EUR
NO	Blast Furnace Gas	M.EUR
NO	Oxygen Steel Furnace Gas	M.EUR
NO	Gas Works Gas	M.EUR
NO	Biogas	M.EUR
NO	Distribution services of gaseous fuels through mains	M.EUR
NO	Steam and hot water supply services	M.EUR
NO	Collected and purified water, distribution services of water (41)	M.EUR
NO	Construction work (45)	M.EUR
NO	Secondary construction material for treatment, Re-processing of secondary construction material into aggregates	M.EUR
NO	Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries	M.EUR
NO	Retail trade services of motor fuel	M.EUR
NO	Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)	M.EUR
NO	Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)	M.EUR
NO	Hotel and restaurant services (55)	M.EUR
NO	Railway transportation services	M.EUR
NO	Other land transportation services	M.EUR
NO	Transportation services via pipelines	M.EUR
NO	Sea and coastal water transportation services	M.EUR
NO	Inland water transportation services	M.EUR
NO	Air transport services (62)	M.EUR
NO	Supporting and auxiliary transport services; travel agency services (63)	M.EUR
NO	Post and telecommunication services (64)	M.EUR
NO	Financial intermediation services, except insurance and pension funding services (65)	M.EUR
NO	Insurance and pension funding services, except compulsory social security services (66)	M.EUR
NO	Services auxiliary to financial intermediation (67)	M.EUR
NO	Real estate services (70)	M.EUR
NO	Renting services of machinery and equipment without operator and of personal and household goods (71)	M.EUR
NO	Computer and related services (72)	M.EUR
NO	Research and development services (73)	M.EUR
NO	Other business services (74)	M.EUR
NO	Public administration and defence services; compulsory social security services (75)	M.EUR
NO	Education services (80)	M.EUR
NO	Health and social work services (85)	M.EUR
NO	Food waste for treatment: incineration	M.EUR
NO	Paper waste for treatment: incineration	M.EUR
NO	Plastic waste for treatment: incineration	M.EUR
NO	Intert/metal waste for treatment: incineration	M.EUR
NO	Textiles waste for treatment: incineration	M.EUR
NO	Wood waste for treatment: incineration	M.EUR
NO	Oil/hazardous waste for treatment: incineration	M.EUR
NO	Food waste for treatment: biogasification and land application	M.EUR
NO	Paper waste for treatment: biogasification and land application	M.EUR
NO	Sewage sludge for treatment: biogasification and land application	M.EUR
NO	Food waste for treatment: composting and land application	M.EUR
NO	Paper and wood waste for treatment: composting and land application	M.EUR
NO	Food waste for treatment: waste water treatment	M.EUR
NO	Other waste for treatment: waste water treatment	M.EUR
NO	Food waste for treatment: landfill	M.EUR
NO	Paper for treatment: landfill	M.EUR
NO	Plastic waste for treatment: landfill	M.EUR
NO	Inert/metal/hazardous waste for treatment: landfill	M.EUR
NO	Textiles waste for treatment: landfill	M.EUR
NO	Wood waste for treatment: landfill	M.EUR
NO	Membership organisation services n.e.c. (91)	M.EUR
NO	Recreational, cultural and sporting services (92)	M.EUR
NO	Other services (93)	M.EUR
NO	Private households with employed persons (95)	M.EUR
NO	Extra-territorial organizations and bodies	M.EUR
ID	Paddy rice	M.EUR
ID	Wheat	M.EUR
ID	Cereal grains nec	M.EUR
ID	Vegetables, fruit, nuts	M.EUR
ID	Oil seeds	M.EUR
ID	Sugar cane, sugar beet	M.EUR
ID	Plant-based fibers	M.EUR
ID	Crops nec	M.EUR
ID	Cattle	M.EUR
ID	Pigs	M.EUR
ID	Poultry	M.EUR
ID	Meat animals nec	M.EUR
ID	Animal products nec	M.EUR
ID	Raw milk	M.EUR
ID	Wool, silk-worm cocoons	M.EUR
ID	Manure (conventional treatment)	M.EUR
ID	Manure (biogas treatment)	M.EUR
ID	Products of forestry, logging and related services (02)	M.EUR
ID	Fish and other fishing products; services incidental of fishing (05)	M.EUR
ID	Anthracite	M.EUR
ID	Coking Coal	M.EUR
ID	Other Bituminous Coal	M.EUR
ID	Sub-Bituminous Coal	M.EUR
ID	Patent Fuel	M.EUR
ID	Lignite/Brown Coal	M.EUR
ID	BKB/Peat Briquettes	M.EUR
ID	Peat	M.EUR
ID	Crude petroleum and services related to crude oil extraction, excluding surveying	M.EUR
ID	Natural gas and services related to natural gas extraction, excluding surveying	M.EUR
ID	Natural Gas Liquids	M.EUR
ID	Other Hydrocarbons	M.EUR
ID	Uranium and thorium ores (12)	M.EUR
ID	Iron ores	M.EUR
ID	Copper ores and concentrates	M.EUR
ID	Nickel ores and concentrates	M.EUR
ID	Aluminium ores and concentrates	M.EUR
ID	Precious metal ores and concentrates	M.EUR
ID	Lead, zinc and tin ores and concentrates	M.EUR
ID	Other non-ferrous metal ores and concentrates	M.EUR
ID	Stone	M.EUR
ID	Sand and clay	M.EUR
ID	Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.	M.EUR
ID	Products of meat cattle	M.EUR
ID	Products of meat pigs	M.EUR
ID	Products of meat poultry	M.EUR
ID	Meat products nec	M.EUR
ID	products of Vegetable oils and fats	M.EUR
ID	Dairy products	M.EUR
ID	Processed rice	M.EUR
ID	Sugar	M.EUR
ID	Food products nec	M.EUR
ID	Beverages	M.EUR
ID	Fish products	M.EUR
ID	Tobacco products (16)	M.EUR
ID	Textiles (17)	M.EUR
ID	Wearing apparel; furs (18)	M.EUR
ID	Leather and leather products (19)	M.EUR
ID	Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)	M.EUR
ID	Wood material for treatment, Re-processing of secondary wood material into new wood material	M.EUR
ID	Pulp	M.EUR
ID	Secondary paper for treatment, Re-processing of secondary paper into new pulp	M.EUR
ID	Paper and paper products	M.EUR
ID	Printed matter and recorded media (22)	M.EUR
ID	Coke Oven Coke	M.EUR
ID	Gas Coke	M.EUR
ID	Coal Tar	M.EUR
ID	Motor Gasoline	M.EUR
ID	Aviation Gasoline	M.EUR
ID	Gasoline Type Jet Fuel	M.EUR
ID	Kerosene Type Jet Fuel	M.EUR
ID	Kerosene	M.EUR
ID	Gas/Diesel Oil	M.EUR
ID	Heavy Fuel Oil	M.EUR
ID	Refinery Gas	M.EUR
ID	Liquefied Petroleum Gases (LPG)	M.EUR
ID	Refinery Feedstocks	M.EUR
ID	Ethane	M.EUR
ID	Naphtha	M.EUR
ID	White Spirit & SBP	M.EUR
ID	Lubricants	M.EUR
ID	Bitumen	M.EUR
ID	Paraffin Waxes	M.EUR
ID	Petroleum Coke	M.EUR
ID	Non-specified Petroleum Products	M.EUR
ID	Nuclear fuel	M.EUR
ID	Plastics, basic	M.EUR
ID	Secondary plastic for treatment, Re-processing of secondary plastic into new plastic	M.EUR
ID	N-fertiliser	M.EUR
ID	P- and other fertiliser	M.EUR
ID	Chemicals nec	M.EUR
ID	Charcoal	M.EUR
ID	Additives/Blending Components	M.EUR
ID	Biogasoline	M.EUR
ID	Biodiesels	M.EUR
ID	Other Liquid Biofuels	M.EUR
ID	Rubber and plastic products (25)	M.EUR
ID	Glass and glass products	M.EUR
ID	Secondary glass for treatment, Re-processing of secondary glass into new glass	M.EUR
ID	Ceramic goods	M.EUR
ID	Bricks, tiles and construction products, in baked clay	M.EUR
ID	Cement, lime and plaster	M.EUR
ID	Ash for treatment, Re-processing of ash into clinker	M.EUR
ID	Other non-metallic mineral products	M.EUR
ID	Basic iron and steel and of ferro-alloys and first products thereof	M.EUR
ID	Secondary steel for treatment, Re-processing of secondary steel into new steel	M.EUR
ID	Precious metals	M.EUR
ID	Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals	M.EUR
ID	Aluminium and aluminium products	M.EUR
ID	Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium	M.EUR
ID	Lead, zinc and tin and products thereof	M.EUR
ID	Secondary lead for treatment, Re-processing of secondary lead into new lead	M.EUR
ID	Copper products	M.EUR
ID	Secondary copper for treatment, Re-processing of secondary copper into new copper	M.EUR
ID	Other non-ferrous metal products	M.EUR
ID	Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals	M.EUR
ID	Foundry work services	M.EUR
ID	Fabricated metal products, except machinery and equipment (28)	M.EUR
ID	Machinery and equipment n.e.c. (29)	M.EUR
ID	Office machinery and computers (30)	M.EUR
ID	Electrical machinery and apparatus n.e.c. (31)	M.EUR
ID	Radio, television and communication equipment and apparatus (32)	M.EUR
ID	Medical, precision and optical instruments, watches and clocks (33)	M.EUR
ID	Motor vehicles, trailers and semi-trailers (34)	M.EUR
ID	Other transport equipment (35)	M.EUR
ID	Furniture; other manufactured goods n.e.c. (36)	M.EUR
ID	Secondary raw materials	M.EUR
ID	Bottles for treatment, Recycling of bottles by direct reuse	M.EUR
ID	Electricity by coal	M.EUR
ID	Electricity by gas	M.EUR
ID	Electricity by nuclear	M.EUR
ID	Electricity by hydro	M.EUR
ID	Electricity by wind	M.EUR
ID	Electricity by petroleum and other oil derivatives	M.EUR
ID	Electricity by biomass and waste	M.EUR
ID	Electricity by solar photovoltaic	M.EUR
ID	Electricity by solar thermal	M.EUR
ID	Electricity by tide, wave, ocean	M.EUR
ID	Electricity by Geothermal	M.EUR
ID	Electricity nec	M.EUR
ID	Transmission services of electricity	M.EUR
ID	Distribution and trade services of electricity	M.EUR
ID	Coke oven gas	M.EUR
ID	Blast Furnace Gas	M.EUR
ID	Oxygen Steel Furnace Gas	M.EUR
ID	Gas Works Gas	M.EUR
ID	Biogas	M.EUR
ID	Distribution services of gaseous fuels through mains	M.EUR
ID	Steam and hot water supply services	M.EUR
ID	Collected and purified water, distribution services of water (41)	M.EUR
ID	Construction work (45)	M.EUR
ID	Secondary construction material for treatment, Re-processing of secondary construction material into aggregates	M.EUR
ID	Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries	M.EUR
ID	Retail trade services of motor fuel	M.EUR
ID	Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)	M.EUR
ID	Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)	M.EUR
ID	Hotel and restaurant services (55)	M.EUR
ID	Railway transportation services	M.EUR
ID	Other land transportation services	M.EUR
ID	Transportation services via pipelines	M.EUR
ID	Sea and coastal water transportation services	M.EUR
ID	Inland water transportation services	M.EUR
ID	Air transport services (62)	M.EUR
ID	Supporting and auxiliary transport services; travel agency services (63)	M.EUR
ID	Post and telecommunication services (64)	M.EUR
ID	Financial intermediation services, except insurance and pension funding services (65)	M.EUR
ID	Insurance and pension funding services, except compulsory social security services (66)	M.EUR
ID	Services auxiliary to financial intermediation (67)	M.EUR
ID	Real estate services (70)	M.EUR
ID	Renting services of machinery and equipment without operator and of personal and household goods (71)	M.EUR
ID	Computer and related services (72)	M.EUR
ID	Research and development services (73)	M.EUR
ID	Other business services (74)	M.EUR
ID	Public administration and defence services; compulsory social security services (75)	M.EUR
ID	Education services (80)	M.EUR
ID	Health and social work services (85)	M.EUR
ID	Food waste for treatment: incineration	M.EUR
ID	Paper waste for treatment: incineration	M.EUR
ID	Plastic waste for treatment: incineration	M.EUR
ID	Intert/metal waste for treatment: incineration	M.EUR
ID	Textiles waste for treatment: incineration	M.EUR
ID	Wood waste for treatment: incineration	M.EUR
ID	Oil/hazardous waste for treatment: incineration	M.EUR
ID	Food waste for treatment: biogasification and land application	M.EUR
ID	Paper waste for treatment: biogasification and land application	M.EUR
ID	Sewage sludge for treatment: biogasification and land application	M.EUR
ID	Food waste for treatment: composting and land application	M.EUR
ID	Paper and wood waste for treatment: composting and land application	M.EUR
ID	Food waste for treatment: waste water treatment	M.EUR
ID	Other waste for treatment: waste water treatment	M.EUR
ID	Food waste for treatment: landfill	M.EUR
ID	Paper for treatment: landfill	M.EUR
ID	Plastic waste for treatment: landfill	M.EUR
ID	Inert/metal/hazardous waste for treatment: landfill	M.EUR
ID	Textiles waste for treatment: landfill	M.EUR
ID	Wood waste for treatment: landfill	M.EUR
ID	Membership organisation services n.e.c. (91)	M.EUR
ID	Recreational, cultural and sporting services (92)	M.EUR
ID	Other services (93)	M.EUR
ID	Private households with employed persons (95)	M.EUR
ID	Extra-territorial organizations and bodies	M.EUR
ZA	Paddy rice	M.EUR
ZA	Wheat	M.EUR
ZA	Cereal grains nec	M.EUR
ZA	Vegetables, fruit, nuts	M.EUR
ZA	Oil seeds	M.EUR
ZA	Sugar cane, sugar beet	M.EUR
ZA	Plant-based fibers	M.EUR
ZA	Crops nec	M.EUR
ZA	Cattle	M.EUR
ZA	Pigs	M.EUR
ZA	Poultry	M.EUR
ZA	Meat animals nec	M.EUR
ZA	Animal products nec	M.EUR
ZA	Raw milk	M.EUR
ZA	Wool, silk-worm cocoons	M.EUR
ZA	Manure (conventional treatment)	M.EUR
ZA	Manure (biogas treatment)	M.EUR
ZA	Products of forestry, logging and related services (02)	M.EUR
ZA	Fish and other fishing products; services incidental of fishing (05)	M.EUR
ZA	Anthracite	M.EUR
ZA	Coking Coal	M.EUR
ZA	Other Bituminous Coal	M.EUR
ZA	Sub-Bituminous Coal	M.EUR
ZA	Patent Fuel	M.EUR
ZA	Lignite/Brown Coal	M.EUR
ZA	BKB/Peat Briquettes	M.EUR
ZA	Peat	M.EUR
ZA	Crude petroleum and services related to crude oil extraction, excluding surveying	M.EUR
ZA	Natural gas and services related to natural gas extraction, excluding surveying	M.EUR
ZA	Natural Gas Liquids	M.EUR
ZA	Other Hydrocarbons	M.EUR
ZA	Uranium and thorium ores (12)	M.EUR
ZA	Iron ores	M.EUR
ZA	Copper ores and concentrates	M.EUR
ZA	Nickel ores and concentrates	M.EUR
ZA	Aluminium ores and concentrates	M.EUR
ZA	Precious metal ores and concentrates	M.EUR
ZA	Lead, zinc and tin ores and concentrates	M.EUR
ZA	Other non-ferrous metal ores and concentrates	M.EUR
ZA	Stone	M.EUR
ZA	Sand and clay	M.EUR
ZA	Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.	M.EUR
ZA	Products of meat cattle	M.EUR
ZA	Products of meat pigs	M.EUR
ZA	Products of meat poultry	M.EUR
ZA	Meat products nec	M.EUR
ZA	products of Vegetable oils and fats	M.EUR
ZA	Dairy products	M.EUR
ZA	Processed rice	M.EUR
ZA	Sugar	M.EUR
ZA	Food products nec	M.EUR
ZA	Beverages	M.EUR
ZA	Fish products	M.EUR
ZA	Tobacco products (16)	M.EUR
ZA	Textiles (17)	M.EUR
ZA	Wearing apparel; furs (18)	M.EUR
ZA	Leather and leather products (19)	M.EUR
ZA	Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)	M.EUR
ZA	Wood material for treatment, Re-processing of secondary wood material into new wood material	M.EUR
ZA	Pulp	M.EUR
ZA	Secondary paper for treatment, Re-processing of secondary paper into new pulp	M.EUR
ZA	Paper and paper products	M.EUR
ZA	Printed matter and recorded media (22)	M.EUR
ZA	Coke Oven Coke	M.EUR
ZA	Gas Coke	M.EUR
ZA	Coal Tar	M.EUR
ZA	Motor Gasoline	M.EUR
ZA	Aviation Gasoline	M.EUR
ZA	Gasoline Type Jet Fuel	M.EUR
ZA	Kerosene Type Jet Fuel	M.EUR
ZA	Kerosene	M.EUR
ZA	Gas/Diesel Oil	M.EUR
ZA	Heavy Fuel Oil	M.EUR
ZA	Refinery Gas	M.EUR
ZA	Liquefied Petroleum Gases (LPG)	M.EUR
ZA	Refinery Feedstocks	M.EUR
ZA	Ethane	M.EUR
ZA	Naphtha	M.EUR
ZA	White Spirit & SBP	M.EUR
ZA	Lubricants	M.EUR
ZA	Bitumen	M.EUR
ZA	Paraffin Waxes	M.EUR
ZA	Petroleum Coke	M.EUR
ZA	Non-specified Petroleum Products	M.EUR
ZA	Nuclear fuel	M.EUR
ZA	Plastics, basic	M.EUR
ZA	Secondary plastic for treatment, Re-processing of secondary plastic into new plastic	M.EUR
ZA	N-fertiliser	M.EUR
ZA	P- and other fertiliser	M.EUR
ZA	Chemicals nec	M.EUR
ZA	Charcoal	M.EUR
ZA	Additives/Blending Components	M.EUR
ZA	Biogasoline	M.EUR
ZA	Biodiesels	M.EUR
ZA	Other Liquid Biofuels	M.EUR
ZA	Rubber and plastic products (25)	M.EUR
ZA	Glass and glass products	M.EUR
ZA	Secondary glass for treatment, Re-processing of secondary glass into new glass	M.EUR
ZA	Ceramic goods	M.EUR
ZA	Bricks, tiles and construction products, in baked clay	M.EUR
ZA	Cement, lime and plaster	M.EUR
ZA	Ash for treatment, Re-processing of ash into clinker	M.EUR
ZA	Other non-metallic mineral products	M.EUR
ZA	Basic iron and steel and of ferro-alloys and first products thereof	M.EUR
ZA	Secondary steel for treatment, Re-processing of secondary steel into new steel	M.EUR
ZA	Precious metals	M.EUR
ZA	Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals	M.EUR
ZA	Aluminium and aluminium products	M.EUR
ZA	Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium	M.EUR
ZA	Lead, zinc and tin and products thereof	M.EUR
ZA	Secondary lead for treatment, Re-processing of secondary lead into new lead	M.EUR
ZA	Copper products	M.EUR
ZA	Secondary copper for treatment, Re-processing of secondary copper into new copper	M.EUR
ZA	Other non-ferrous metal products	M.EUR
ZA	Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals	M.EUR
ZA	Foundry work services	M.EUR
ZA	Fabricated metal products, except machinery and equipment (28)	M.EUR
ZA	Machinery and equipment n.e.c. (29)	M.EUR
ZA	Office machinery and computers (30)	M.EUR
ZA	Electrical machinery and apparatus n.e.c. (31)	M.EUR
ZA	Radio, television and communication equipment and apparatus (32)	M.EUR
ZA	Medical, precision and optical instruments, watches and clocks (33)	M.EUR
ZA	Motor vehicles, trailers and semi-trailers (34)	M.EUR
ZA	Other transport equipment (35)	M.EUR
ZA	Furniture; other manufactured goods n.e.c. (36)	M.EUR
ZA	Secondary raw materials	M.EUR
ZA	Bottles for treatment, Recycling of bottles by direct reuse	M.EUR
ZA	Electricity by coal	M.EUR
ZA	Electricity by gas	M.EUR
ZA	Electricity by nuclear	M.EUR
ZA	Electricity by hydro	M.EUR
ZA	Electricity by wind	M.EUR
ZA	Electricity by petroleum and other oil derivatives	M.EUR
ZA	Electricity by biomass and waste	M.EUR
ZA	Electricity by solar photovoltaic	M.EUR
ZA	Electricity by solar thermal	M.EUR
ZA	Electricity by tide, wave, ocean	M.EUR
ZA	Electricity by Geothermal	M.EUR
ZA	Electricity nec	M.EUR
ZA	Transmission services of electricity	M.EUR
ZA	Distribution and trade services of electricity	M.EUR
ZA	Coke oven gas	M.EUR
ZA	Blast Furnace Gas	M.EUR
ZA	Oxygen Steel Furnace Gas	M.EUR
ZA	Gas Works Gas	M.EUR
ZA	Biogas	M.EUR
ZA	Distribution services of gaseous fuels through mains	M.EUR
ZA	Steam and hot water supply services	M.EUR
ZA	Collected and purified water, distribution services of water (41)	M.EUR
ZA	Construction work (45)	M.EUR
ZA	Secondary construction material for treatment, Re-processing of secondary construction material into aggregates	M.EUR
ZA	Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries	M.EUR
ZA	Retail trade services of motor fuel	M.EUR
ZA	Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)	M.EUR
ZA	Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)	M.EUR
ZA	Hotel and restaurant services (55)	M.EUR
ZA	Railway transportation services	M.EUR
ZA	Other land transportation services	M.EUR
ZA	Transportation services via pipelines	M.EUR
ZA	Sea and coastal water transportation services	M.EUR
ZA	Inland water transportation services	M.EUR
ZA	Air transport services (62)	M.EUR
ZA	Supporting and auxiliary transport services; travel agency services (63)	M.EUR
ZA	Post and telecommunication services (64)	M.EUR
ZA	Financial intermediation services, except insurance and pension funding services (65)	M.EUR
ZA	Insurance and pension funding services, except compulsory social security services (66)	M.EUR
ZA	Services auxiliary to financial intermediation (67)	M.EUR
ZA	Real estate services (70)	M.EUR
ZA	Renting services of machinery and equipment without operator and of personal and household goods (71)	M.EUR
ZA	Computer and related services (72)	M.EUR
ZA	Research and development services (73)	M.EUR
ZA	Other business services (74)	M.EUR
ZA	Public administration and defence services; compulsory social security services (75)	M.EUR
ZA	Education services (80)	M.EUR
ZA	Health and social work services (85)	M.EUR
ZA	Food waste for treatment: incineration	M.EUR
ZA	Paper waste for treatment: incineration	M.EUR
ZA	Plastic waste for treatment: incineration	M.EUR
ZA	Intert/metal waste for treatment: incineration	M.EUR
ZA	Textiles waste for treatment: incineration	M.EUR
ZA	Wood waste for treatment: incineration	M.EUR
ZA	Oil/hazardous waste for treatment: incineration	M.EUR
ZA	Food waste for treatment: biogasification and land application	M.EUR
ZA	Paper waste for treatment: biogasification and land application	M.EUR
ZA	Sewage sludge for treatment: biogasification and land application	M.EUR
ZA	Food waste for treatment: composting and land application	M.EUR
ZA	Paper and wood waste for treatment: composting and land application	M.EUR
ZA	Food waste for treatment: waste water treatment	M.EUR
ZA	Other waste for treatment: waste water treatment	M.EUR
ZA	Food waste for treatment: landfill	M.EUR
ZA	Paper for treatment: landfill	M.EUR
ZA	Plastic waste for treatment: landfill	M.EUR
ZA	Inert/metal/hazardous waste for treatment: landfill	M.EUR
ZA	Textiles waste for treatment: landfill	M.EUR
ZA	Wood waste for treatment: landfill	M.EUR
ZA	Membership organisation services n.e.c. (91)	M.EUR
ZA	Recreational, cultural and sporting services (92)	M.EUR
ZA	Other services (93)	M.EUR
ZA	Private households with employed persons (95)	M.EUR
ZA	Extra-territorial organizations and bodies	M.EUR
WA	Paddy rice	M.EUR
WA	Wheat	M.EUR
WA	Cereal grains nec	M.EUR
WA	Vegetables, fruit, nuts	M.EUR
